shop,title,price,old_price,discount,date_start,date_end,additional_info,img
rimi,"Ananasai, 1 kg",1.69,2.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_269165_KGM_LT"
rimi,"Pop. rank. RIMI, 2 vnt., 3 sl. 100 lap.",2.15,2.69,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_816249_PCE_LT"
rimi,"Atvėsinta smulkinta šamo filė ŽUVĖJA, 350 g",3.99,5.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_946288_PCE_LT"
rimi,"Plikyta KLAIPĖDOS duona, 380g",1.27,1.59,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_257233_PCE_LT"
rimi,"Pop.rankšluosčiai RIMI, 2 sluok., 400 lapelių",1.49,2.99,-50%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_816078_PCE_LT"
rimi,"Š.rūk. kiaulienos šoninė BIOVELA, a.r., 140g",2.65,3.79,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_993609_PCE_LT"
rimi,"VILKYŠKIŲ varšk. užtepėlė su žal., 18%., 150g",1.29,1.65,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_291496_PCE_LT"
rimi,"DVARO varškė, 9 % rieb., 400 g",3.29,4.29,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_291630_PCE_LT"
rimi,"Vytint. kumpis SERRANO SELECTION BY RIMI, 80g",2.39,2.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_808263_PCE_LT"
rimi,"Greitai užšald. žiediniai kopūstai RIMI, 400g",0.99,1.39,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_808622_PCE_LT"
rimi,"Piln.grūd.kviet. tortilijos RIMI PLANET, 370g",2.29,2.89,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_811273_PCE_LT"
rimi,"Virti burokėliai RIMI, 400g",0.48,0.69,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_944264_PCE_LT"
rimi,"Putpelių kiaušiniai RIMI, 18 vnt.",1.69,2.35,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_809108_PCE_LT"
rimi,"Konserv. saldūs kukurūzai RIMI, 165 g / 140 g",0.89,1.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810858_PCE_LT"
rimi,"Geltonieji melionai, 1 kg",1.69,2.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_268817_KGM_LT"
rimi,"Majonezas HELLMANN'S LIGHT, 405 ml",2.39,3.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_979312_PCE_LT"
rimi,"Kempinėlės VILEDA TIP - TOP, 3vnt.",1.01,1.69,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_400765_PCE_LT"
rimi,"Šald. gruzd. saldžiosios bulvytės RIMI, 450 g",2.59,3.39,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813773_PCE_LT"
rimi,"Pop. rankšluostis ZEWA WISCH&WEG, 2sl., 2rit.",2.74,5.49,-50%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_459973_PCE_LT"
rimi,"Broilerių sparnų vid. dalys be antib., 500 g",2.19,3.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_971710_PCE_LT"
rimi,"Kokosų gėrimas RIMI PLANET, 400 ml",1.89,2.39,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810287_PCE_LT"
rimi,"Drėgnas tualet. popier. RIMI su ramun.,60vnt.",0.99,1.99,-50%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813932_PCE_LT"
rimi,"Virti burokėliai JOVAIGĖ, 250 g",0.41,0.59,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_901237_PCE_LT"
rimi,"Kukurūz. I LOVE ECO su bananais, brašk., 20 g",0.99,1.25,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810272_PCE_LT"
rimi,"Morkos korėjietiškai, 400 g",1.36,1.95,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_900705_PCE_LT"
rimi,"Lukštentos moliūgų sėklos ARIMEX, 100g",1.99,2.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_152530_PCE_LT"
rimi,"Tortilijos SANTA MARIA ORIGINAL, 8 vnt, 320 g",2.35,3.39,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_162087_PCE_LT"
rimi,"Virtos GIMINIŲ dešrelės, a.r., 260g",1.88,2.69,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_259647_PCE_LT"
rimi,"Saulėgrąžų aliejus RIMI, 1l",2.29,2.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_801707_PCE_LT"
rimi,"Vyt. kump. SELECTION BY RIMI PROSCIUTTO, 70 g",2.39,2.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_803263_PCE_LT"
rimi,"Karštai rūkyta kiaulienos nugarinė RIMI, 250g",2.16,3.09,-30%,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_811377_PCE_LT"
rimi,"Virtas KARALIŠKAS kalak. kumpis BIOVELA, 90 g",1.99,2.89,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_981430_PCE_LT"
rimi,"Smulkinta atšaldyta kiauliena RIMI, 20%, 500g",2.29,2.99,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_807966_PCE_LT"
rimi,"Pjaustyti pomidorai I LOVE ECO, 390 g",1.79,2.29,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_807573_PCE_LT"
rimi,"V. dešrelės JOKIŲ PRIDĖTINIŲ E, a. r., 210 g",2.23,3.19,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_960295_PCE_LT"
rimi,"Broilerių filė gabaliukai be antibiotikų,500g",3.29,5.49,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_971720_PCE_LT"
rimi,"Juod. alyvuogės RIMI be kaul., 345 g / 160 g",1.55,1.95,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_802899_PCE_LT"
rimi,"Saliamio rink. SELECTION BY RIMI MILANO, 70 g",2.47,3.09,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_803266_PCE_LT"
rimi,"Grikių kruopos SKANĖJA, 500 g",1.45,2.09,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_142887_PCE_LT"
rimi,"Kukurūzų traškučiai NACHO SANTA MARIA, 185 g",1.95,2.79,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_174862_PCE_LT"
rimi,"Mar. agurkai KKF LEGENDINIAI, 660 g / 330 g",1.49,2.29,,,,,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_168512_PCE_LT"
