shop,title,price,old_price,discount,date_start,date_end,additional_info,img
maxima,"BIOVELOS vytinta BERNŲ dešra*, a. r., 200 g",3.24,6.49,-50%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc208baf.png
maxima,Virtoms SAMSONIUKŲ dešroms ir dešrelėms*,,,-40%,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695e6cc2c75e2.png
maxima,Pjaustytiems itališkiems mėsos gaminiams CASA AZZURRA*,,,-25%,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695e6cc24bdd4.png
maxima,"Pjaustyta karštai rūkyta kiaulienos filė su kmynais BIOVELA*, I r., 90 g",1.09,2.19,-50%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc25f7a3.png
maxima,"Natūrali DVARO grietinė*, 30 % rieb., 500 g",2.19,3.19,-31%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e0b396e.png
maxima,"Grūdėta varškė PIENO ŽVAIGŽDĖS*, 7 rūšių, 7 % rieb., 2 ind. × 150 g",2.99,,,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e759f33.png
maxima,"Glaistytas varškės sūrelis KARUMS*, 14 rūšių, 22,5–23,5 % rieb., 3 vnt. × 45 g",1.29,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e84c0c4.png
maxima,"Saldžios grietinėlės ROKIŠKIO sviestas*, 82 % rieb., 200 g",1.69,2.79,-39%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e0426ae.png
maxima,"Pusriebė ROKIŠKIO NAMINĖ varškė*, 9 % rieb., vakuumuota, 1 kg",4.99,7.59,-34%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75dfe324f.png
maxima,"ROKIŠKIO NAMINIS pienas*, 3,5 % rieb., 1 l",1.55,1.75,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e008de5.png
maxima,"Natūralus ŽEMAITIJOS kefyras*, 2,5 % rieb., 900 g",1.39,1.59,,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e05fd58.png
maxima,"Augalinis gėrimas VALSOIA*, 3 rūšių, 1 l",2.29,2.89,-20%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e0279f6.png
maxima,"ROKIŠKIO NAMINĖ grietinėlė*, 35 % rieb., 200 ml",1.39,1.55,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e097020.png
maxima,"Maskarponės sūris WELL DONE ITALY*, 80 % rieb. s. m., 250 g",1.99,2.89,-31%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e0d6ae8.png
maxima,"Pusriebė DVARO varškė*, 9 % rieb., 180 g",1.45,1.65,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75dfc7e59.png
maxima,"Fermentinis ROKIŠKIO NAMINIS sūris*, 45 % rieb. s. m., 240 g",2.69,2.99,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e07af8f.png
maxima,"Puskietis fermentinis DVARO sūris riekelėmis*, 50 % rieb. s. m., 150 g",2.15,2.39,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e949193.png
maxima,"Kietasis sūris WELL DONE*, 37 % rieb. s. m., brandintas 18 mėn., 180 g",2.69,2.99,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e9aa554.png
maxima,"Majonezas HELLMANN’S ORIGINAL*, 76 % rieb., 625 ml",3.99,5.79,-31%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e96acb2.png
maxima,"Ant kraiko laikomų vištų kiaušiniai WELL DONE*, M dydis, A klasė, 1 dėž. (10 vnt.)",2.19,2.45,-10%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e98a92e.png
maxima,"Natūrali sojų varškė LUNTER*, 180 g",0.79,0.89,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e928de8.png
maxima,"Sūris MOOSBACHER*, 40 % rieb. s. m., sveriamas, 1 kg",16.99,19.99,,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e90653d.png
maxima,"Pelėsinis sūris VILVI MEMEL BLUE*, 50 % rieb. s. m., 100 g",1.79,2.35,-23%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e8b83a8.png
maxima,"Kepti sūrio gabaliukai JON-CHEDAR*, 3 rūšių, 42–43 % rieb. s. m., 2 pak. × 80 g",2.29,,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e9cc23a.png
maxima,"Lydytas RAMBYNO tepamasis sūrelis*, 3 rūšių, 50 % rieb. s. m., 175 g",1.79,1.99,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e898669.png
maxima,"Paprikos, įdarytos sūriu WELL DONE*, 2 rūšių, 49–59 % rieb., 150 g",1.99,2.59,-23%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e8d9a84.png
maxima,"Valgomasis VILKYŠKIŲ jogurtas*, 3 rūšių, 3,6 % rieb., 350 g",1.19,1.35,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e118d17.png
maxima,"Geriamasis VILKYŠKIŲ jogurtas*, 3 rūšių, 2 % rieb., 750 g",1.69,1.89,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e0f1c8e.png
maxima,"Geriamasis ROKIŠKIO jogurtas BIFI*, 3 rūšių, 2 % rieb., 900 g",1.95,2.19,,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d50e468.png
maxima,"Fermentuotas jogurto gėrimas ACTIMEL*, 1,5 % rieb., 1 pak. (4 but. × 100 g)",1.99,2.49,-20%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75d59b9da.png
